prefecture_code,prefecture,year,ambulance_dispatches,persons_transported,call_to_scene_arrival_mean_minutes,call_to_physician_handover_mean_minutes,scene_ge10_count,scene_ge20_count,handover_ge60_count,handover_ge120_count,ambulance_teams,ambulance_vehicles,ambulance_personnel,operational_emergency_life_saving_technicians,emergency_designated_hospitals,emergency_designated_clinics,total_emergency_designated_facilities,hospitals,general_hospital_beds,acute_function_beds,highly_acute_function_beds,total_population,population_age65plus,legacy_inhabitable_land_area_km2_ssdse,total_emergency_designated_facilities_direct,total_emergency_designated_facilities_recalculated,inhabitable_land_area_ha,H711001_road_length_including_expressways_km_raw,H7110_road_length_excluding_expressways_km_raw,road_length_original_unit,scene_ge10_share,scene_ge20_share,handover_ge60_share,handover_ge120_share,annual_transport_strain_dispatches_per_team,annual_receiving_strain_transports_per_facility,proportion_age65plus,ambulance_dispatches_per_100000_population,ambulance_teams_per_100000_population,inhabitable_land_area_km2,total_road_length_km,road_length_excluding_expressways_km,population_density_per_inhabitable_km2,road_density_per_inhabitable_km2,road_density_excluding_expressways_per_inhabitable_km2,acceptance_prefecture_name,severe_analysis_population_n,inquiries_ge4_n,acceptance_ge4_pct,scene_stay_analysis_population_n,scene_stay_ge30_n,scene_stay_ge30_pct,scene_ge10_pct,handover_ge60_pct,acceptance_ge4_cases_per_1000_dispatches,baseline_teams_per100k_2017_2019,baseline_team_scarcity_z
36,徳島県,2020,31965,29590,8.8,39.4,10086,981,2986,158,42,56,615,214,,,,92.0,,,,719559.0,238346.0,101604.0,,,,,,,0.315532613796,0.0306898169873,0.100912470429,0.00533964177087,761.071428571,,0.331238994996,4442.30424468,5.83690843975,,,,,,,徳島県,3592,78,2.1714922049,3592,124,3.4521158129175946,31.553261379600002,10.091247042900001,2.4401689347724074,5.84285153447,-0.4227568652106924
36,徳島県,2021,34095,31477,9.1,40.9,11688,1171,3750,202,44,55,588,223,,,,91.0,,,,712000.0,247000.0,101628.0,,,,,,,0.342806863176,0.0343452119079,0.11913460622,0.00641738412174,774.886363636,,0.34691011236,4788.62359551,6.1797752809,,,,,,,徳島県,3845,168,4.3693107932,3845,182,4.733420026007803,34.2806863176,11.913460621999999,4.927408710954685,5.84285153447,-0.4227568652106924
36,徳島県,2022,38019,34322,9.6,44.5,14694,1662,5736,379,44,54,586,229,,,,91.0,,,,704000.0,246000.0,101628.0,,,,,,,0.386490965044,0.043714984613,0.167123128023,0.011042480042,864.068181818,,0.349431818182,5400.42613636,6.25,,,,,,,徳島県,4117,339,8.2341510809,4117,362,8.792810298761234,38.6490965044,16.7123128023,8.91659433441174,5.84285153447,-0.4227568652106924
36,徳島県,2023,40753,36893,9.4,44.1,15137,1571,5979,352,44,55,597,237,,,,90.0,,,,695000.0,246000.0,101628.0,,,,,,,0.371432777955,0.0385493092533,0.162063264034,0.00954110535874,926.204545455,,0.353956834532,5863.74100719,6.3309352518,,,,,,,徳島県,4232,382,9.0264650284,4232,402,9.499054820415878,37.143277795500005,16.206326403400002,9.373543052045248,5.84285153447,-0.4227568652106924
36,徳島県,2024,41766,37879,9.1,42.6,14418,1364,5423,273,45,55,621,252,,,,,,,,685000.0,245000.0,101629.0,,,,,,,0.345209021692,0.0326581429871,0.143166398268,0.00720715963991,928.133333333,,0.357664233577,6097.22627737,6.56934306569,,,,,,,徳島県,4086,307,7.5134605972,4086,377,9.226627508565835,34.5209021692,14.316639826800001,7.350476464109563,5.84285153447,-0.4227568652106924
37,香川県,2014,47199,43679,8.2,33.5,13037,572,1663,51,40,52,411,164,,,,,,,,,,,,,,,,,0.276213479099,0.0121189008242,0.0380732159619,0.00116760914856,1179.975,,,,,,,,,,,香川県,4434,202,4.5557059089,4434,112,2.525935949481281,27.621347909900003,3.8073215961899995,4.279751689654442,4.465293127353333,0.48252865253383076
37,香川県,2015,48137,44092,8.2,34.0,13054,538,1924,52,42,52,412,168,,,,,,,,,,,,,,,,,0.271184328064,0.0111764339282,0.0436360337476,0.00117935226345,1146.11904762,,,,,,,,,,,香川県,4352,200,4.5955882353,4352,118,2.7113970588235294,27.1184328064,4.36360337476,4.154808151733594,4.465293127353333,0.48252865253383076
37,香川県,2016,47346,43161,8.5,34.7,14508,606,2020,59,43,53,438,168,,,,,,,,,,,,,,,,,0.306425041186,0.0127993917121,0.046801510623,0.00136697481523,1101.06976744,,,,,,,,,,,香川県,4071,212,5.2075657087,4071,130,3.1933185949398184,30.6425041186,4.6801510623,4.477674988383391,4.465293127353333,0.48252865253383076
37,香川県,2017,47758,43644,8.2,34.8,13734,550,1928,47,43,53,502,195,45.0,12.0,57.0,79.0,,,,968000.0,301000.0,,57.0,57.0,100559.0,10295.5,10207.5,km,0.287574856569,0.0115163951589,0.0441756026029,0.00107689487673,1110.65116279,765.684210526,0.310950413223,4933.67768595,4.44214876033,1005.59,10295.5,10207.5,962.618960014,10.2382680814,10.1507572669,香川県,4172,187,4.4822627037,4172,156,3.7392138063279003,28.757485656900002,4.41756026029,3.915574354034926,4.465293127353333,0.48252865253383076
37,香川県,2018,48735,44524,8.5,35.4,15377,639,2253,53,43,53,543,208,46.0,11.0,57.0,78.0,,,,963000.0,303000.0,,57.0,57.0,100560.0,10304.3,10200.7,km,0.315522724941,0.0131117266851,0.0506019225586,0.00119036923906,1133.37209302,781.122807018,0.314641744548,5060.74766355,4.46521287643,1005.6,10304.3,10200.7,957.637231504,10.2469172633,10.1438941925,香川県,4124,201,4.8739088264,4124,135,3.2735208535402522,31.5522724941,5.06019225586,4.1243459526008,4.465293127353333,0.48252865253383076
37,香川県,2019,47659,43650,8.5,35.7,14878,548,2078,49,43,53,540,216,50.0,10.0,60.0,77.0,,,,958000.0,305000.0,,60.0,60.0,100561.0,10317.5,10213.9,km,0.312176084265,0.0114983528819,0.0476059564719,0.00112256586483,1108.34883721,727.5,0.318371607516,4974.8434238,4.4885177453,1005.61,10317.5,10213.9,952.655602072,10.2599417269,10.1569196806,香川県,4193,186,4.4359647031,4193,154,3.672787979966611,31.2176084265,4.760595647190001,3.9027256132105164,4.465293127353333,0.48252865253383076
37,香川県,2020,43561,39954,9.1,36.7,16431,669,2240,61,44,54,548,218,,,,77.0,,,,950244.0,296533.0,100494.0,,,,,,,0.377195197539,0.0153577741558,0.0560644741453,0.00152675576913,990.022727273,,0.312059849891,4584.19100778,4.63038966834,,,,,,,香川県,3984,157,3.9407630522,3984,154,3.8654618473895583,37.7195197539,5.60644741453,3.60414131906981,4.465293127353333,0.48252865253383076
37,香川県,2021,44880,41353,9.5,38.2,19354,729,2840,90,44,54,562,229,,,,78.0,,,,942000.0,303000.0,100508.0,,,,,,,0.43123885918,0.016243315508,0.0686770004595,0.00217638381738,1020.0,,0.321656050955,4764.33121019,4.67091295117,,,,,,,香川県,4617,263,5.6963396145,4617,212,4.59172622915313,43.123885918,6.8677000459499995,5.860071301247772,4.465293127353333,0.48252865253383076
37,香川県,2022,50986,45356,10.0,42.4,24539,1218,5678,298,44,55,573,228,,,,76.0,,,,934000.0,302000.0,100507.0,,,,,,,0.481288981289,0.0238889106814,0.125187406297,0.00657024428962,1158.77272727,,0.323340471092,5458.88650964,4.71092077088,,,,,,,香川県,4587,581,12.6662306518,4587,433,9.439720950512317,48.1288981289,12.518740629700002,11.39528498019064,4.465293127353333,0.48252865253383076
37,香川県,2023,54385,48419,9.9,42.8,26565,1172,6420,301,45,55,588,247,,,,75.0,,,,926000.0,301000.0,100503.0,,,,,,,0.488461892066,0.0215500597591,0.132592577294,0.00621656787625,1208.55555556,,0.32505399568,5873.11015119,4.8596112311,,,,,,,香川県,4274,566,13.2428638278,4274,504,11.792232101076275,48.8461892066,13.259257729400002,10.407281419509056,4.465293127353333,0.48252865253383076
37,香川県,2024,54997,48678,9.9,43.5,26760,1133,6863,318,45,56,603,247,,,,,,,,917000.0,301000.0,100502.0,,,,,,,0.486571994836,0.0206011236977,0.14098771519,0.00653272525576,1222.15555556,,0.328244274809,5997.49182116,4.90730643402,,,,,,,香川県,4485,612,13.6454849498,4485,547,12.196209587513936,48.6571994836,14.098771519,11.12787970252923,4.465293127353333,0.48252865253383076
38,愛媛県,2014,66187,62035,8.3,33.9,16764,2054,3905,109,75,94,739,318,,,,,,,,,,,,,,,,,0.253282366628,0.0310332844818,0.062948335617,0.00175707262029,882.493333333,,,,,,,,,,,愛媛県,7544,76,1.0074231177,7544,144,1.9088016967126193,25.328236662800002,6.2948335617,1.1482617432426308,5.502973969896666,-0.19940064639269767
38,愛媛県,2015,65447,61449,8.5,34.8,17508,2177,4180,127,75,94,704,326,,,,,,,,,,,,,,,,,0.267514171773,0.0332635567711,0.0680238897297,0.00206675454442,872.626666667,,,,,,,,,,,愛媛県,6786,65,0.9578544061,6786,155,2.2841143530798704,26.751417177300002,6.80238897297,0.9931700459914129,5.502973969896666,-0.19940064639269767
38,愛媛県,2016,67016,62614,8.6,35.5,18856,2180,4454,160,74,93,703,337,,,,,,,,,,,,,,,,,0.281365644025,0.0325295451832,0.0711342511259,0.00255533906155,905.621621622,,,,,,,,,,,愛媛県,6383,55,0.8616637945,6383,124,1.9426601911326962,28.136564402499996,7.113425112589999,0.8206995344395368,5.502973969896666,-0.19940064639269767
38,愛媛県,2017,68673,64085,8.5,35.4,18873,2254,4464,129,74,93,715,349,58.0,3.0,61.0,127.0,,,,1368000.0,437000.0,,61.0,61.0,167326.0,18398.5,18212.8,km,0.274824166703,0.0328222154267,0.0696574861512,0.00201295154872,928.013513514,1050.57377049,0.319444444444,5019.95614035,5.40935672515,1673.26,18398.5,18212.8,817.565710051,10.9956014009,10.8846204415,愛媛県,6427,73,1.1358332037,6427,141,2.193869612571962,27.482416670299997,6.96574861512,1.0630087516199962,5.502973969896666,-0.19940064639269767
38,愛媛県,2018,70363,65609,8.6,35.7,20112,2342,4735,128,74,93,717,351,58.0,2.0,60.0,127.0,,,,1357000.0,441000.0,,60.0,60.0,167327.0,18411.8,18226.1,km,0.285832042409,0.0332845387491,0.07216997668,0.00195095185112,950.851351351,1093.48333333,0.324981577008,5185.18791452,5.45320560059,1673.27,18411.8,18226.1,810.986870021,11.0034841956,10.8925038995,愛媛県,6318,75,1.1870845204,6318,138,2.184235517568851,28.583204240900002,7.216997667999999,1.0659011128007618,5.502973969896666,-0.19940064639269767
38,愛媛県,2019,69338,64597,8.6,35.9,19707,2194,4752,135,76,95,710,359,57.0,2.0,59.0,122.0,,,,1346000.0,442000.0,,59.0,59.0,167319.0,18427.3,18241.7,km,0.28421644697,0.0316421010124,0.073563787792,0.002089880335,912.342105263,1094.86440678,0.32838038633,5151.4115899,5.64635958395,1673.19,18427.3,18241.7,804.451377309,11.0132740454,10.9023482091,愛媛県,6335,45,0.7103393844,6335,149,2.3520126282557223,28.421644696999998,7.3563787792,0.648994779197554,5.502973969896666,-0.19940064639269767
38,愛媛県,2020,63611,58986,8.8,36.9,19271,2039,4732,128,76,95,714,358,,,,121.0,,,,1334841.0,434279.0,166601.0,,,,,,,0.302950747512,0.0320542044615,0.0802224256603,0.00217000644221,836.986842105,,0.325341370246,4765.4364827,5.69356200476,,,,,,,愛媛県,6454,60,0.9296560273,6454,171,2.649519677719244,30.2950747512,8.02224256603,0.9432330886167487,5.502973969896666,-0.19940064639269767
38,愛媛県,2021,65895,61227,9.4,39.1,23638,2447,6028,217,76,95,716,359,,,,121.0,,,,1321000.0,444000.0,166594.0,,,,,,,0.358722209576,0.0371348357235,0.0984532967482,0.00354418802162,867.039473684,,0.336109008327,4988.2664648,5.75321725965,,,,,,,愛媛県,6553,49,0.7477491225,6553,185,2.823134442240195,35.8722209576,9.84532967482,0.7436072539646407,5.502973969896666,-0.19940064639269767
38,愛媛県,2022,75172,69295,10.0,41.7,31899,3461,9091,379,79,93,739,373,,,,121.0,,,,1306000.0,443000.0,166580.0,,,,,,,0.424346831267,0.0460410791252,0.131192726748,0.00546937008442,951.544303797,,0.339203675345,5755.89586524,6.04900459418,,,,,,,愛媛県,6921,100,1.4448779078,6921,254,3.6699898858546454,42.4346831267,13.119272674800001,1.3302825520140478,5.502973969896666,-0.19940064639269767
38,愛媛県,2023,79305,72735,9.6,41.1,31545,3057,9106,269,80,96,718,366,,,,121.0,,,,1291000.0,441000.0,166574.0,,,,,,,0.39776811046,0.0385473803669,0.125194198116,0.00369835704956,991.3125,,0.341595662277,6142.91247095,6.19674670798,,,,,,,愛媛県,6760,94,1.3905325444,6760,277,4.097633136094674,39.776811046,12.519419811599999,1.1852972700334152,5.502973969896666,-0.19940064639269767
38,愛媛県,2024,82731,75928,9.4,40.4,30983,2883,8728,282,82,98,741,385,,,,,,,,1276000.0,440000.0,166571.0,,,,,,,0.374502907012,0.0348478804801,0.114951006216,0.00371404488463,1008.91463415,,0.344827586207,6483.62068966,6.4263322884,,,,,,,愛媛県,6805,99,1.4548126378,6805,243,3.570903747244673,37.450290701200004,11.4951006216,1.1966493817311528,5.502973969896666,-0.19940064639269767
39,高知県,2014,38418,35408,8.9,39.4,12001,1699,3858,162,47,68,685,228,,,,,,,,,,,,,,,,,0.312379613723,0.0442240616378,0.108958427474,0.00457523723452,817.404255319,,,,,,,,,,,高知県,5363,196,3.6546708932,5363,165,3.0766362110758902,31.2379613723,10.8958427474,5.101775209537196,6.792964072979999,-1.0471391904152474
39,高知県,2015,39535,36699,8.9,39.7,12420,1715,4181,167,47,68,702,235,,,,,,,,,,,,,,,,,0.3141520172,0.0433792841786,0.113926809995,0.00455053271206,841.170212766,,,,,,,,,,,高知県,5354,109,2.0358610385,5354,158,2.9510646245797534,31.415201720000002,11.3926809995,2.757050714556722,6.792964072979999,-1.0471391904152474
39,高知県,2016,40463,37608,8.8,39.9,12682,1634,4217,174,47,68,706,251,,,,,,,,,,,,,,,,,0.313422138744,0.0403825717322,0.112130397788,0.00462667517549,860.914893617,,,,,,,,,,,高知県,5533,77,1.3916500994,5533,192,3.47008855955178,31.3422138744,11.2130397788,1.9029730865234906,6.792964072979999,-1.0471391904152474
39,高知県,2017,41056,38258,8.9,40.2,13421,1664,4269,166,48,69,693,262,37.0,2.0,39.0,118.0,,,,714000.0,244000.0,,39.0,39.0,116311.0,14178.2,14080.6,km,0.32689497272,0.0405300077942,0.111584505202,0.00433896178577,855.333333333,980.974358974,0.341736694678,5750.14005602,6.72268907563,1163.11,14178.2,14080.6,613.871430905,12.1899046522,12.1059916947,高知県,5476,63,1.1504747991,5476,168,3.0679327976625275,32.689497272000004,11.1584505202,1.534489477786438,6.792964072979999,-1.0471391904152474
39,高知県,2018,42414,39368,9.1,41.3,14577,1797,4874,176,48,70,719,278,40.0,2.0,42.0,115.0,,,,707000.0,245000.0,,42.0,42.0,116288.0,14201.9,14104.3,km,0.343683689348,0.0423680860093,0.123806136964,0.00447063604958,883.625,937.333333333,0.346534653465,5999.15134371,6.78925035361,1162.88,14201.9,14104.3,607.97330765,12.2126960649,12.1287665107,高知県,5240,124,2.3664122137,5240,203,3.8740458015267176,34.368368934799996,12.380613696400001,2.9235629744895553,6.792964072979999,-1.0471391904152474
39,高知県,2019,42057,38971,9.1,41.6,14255,1746,4883,153,48,70,728,288,39.0,2.0,41.0,113.0,,,,699000.0,246000.0,,41.0,41.0,116289.0,14225.2,14127.6,km,0.338944765437,0.0415150866681,0.125298298735,0.00392599625362,876.1875,950.512195122,0.351931330472,6016.73819742,6.8669527897,1162.89,14225.2,14127.6,601.088667028,12.2326273336,12.1486985011,高知県,5141,126,2.4508850418,5141,267,5.193542112429489,33.894476543699994,12.5298298735,2.995934089450032,6.792964072979999,-1.0471391904152474
39,高知県,2020,39022,36047,9.4,42.1,14352,1738,4765,177,48,72,735,302,,,,111.0,,,,691527.0,241787.0,116129.0,,,,,,,0.367792527292,0.0445389780124,0.132188531639,0.0049102560546,812.958333333,,0.349642168708,5642.87439247,6.94116064882,,,,,,,高知県,4835,116,2.3991726991,4835,253,5.232678386763185,36.7792527292,13.218853163899999,2.9726820767772026,6.792964072979999,-1.0471391904152474
39,高知県,2021,40212,37169,9.5,42.0,15175,1796,4800,185,48,73,725,309,,,,111.0,,,,684000.0,245000.0,116126.0,,,,,,,0.377374912961,0.0446632845917,0.129139874627,0.00497726600124,837.75,,0.358187134503,5878.94736842,7.01754385965,,,,,,,高知県,4954,86,1.7359709326,4954,187,3.774727492935002,37.7374912961,12.9139874627,2.13866507510196,6.792964072979999,-1.0471391904152474
39,高知県,2022,45476,41212,10.1,45.5,19283,2319,7119,405,50,73,753,316,,,,108.0,,,,676000.0,244000.0,116057.0,,,,,,,0.424025859794,0.0509939308646,0.172740949238,0.00982723478598,909.52,,0.360946745562,6727.21893491,7.39644970414,,,,,,,高知県,5293,271,5.1199697714,5293,366,6.914793122992632,42.4025859794,17.2740949238,5.959187263611575,6.792964072979999,-1.0471391904152474
39,高知県,2023,46822,42032,10.0,45.8,20146,2318,7523,374,50,73,719,326,,,,107.0,,,,666000.0,242000.0,115994.0,,,,,,,0.430267822818,0.0495066421768,0.178982679863,0.00889798248953,936.44,,0.363363363363,7030.33033033,7.50750750751,,,,,,,高知県,5014,264,5.2652572796,5014,390,7.778220981252493,43.0267822818,17.898267986300002,5.638375122805519,6.792964072979999,-1.0471391904152474
39,高知県,2024,46357,42002,10.3,45.1,21558,2216,6828,280,50,72,712,323,,,,,,,,656000.0,240000.0,115994.0,,,,,,,0.465043035572,0.0478029208102,0.162563687443,0.00666634922147,927.14,,0.365853658537,7066.61585366,7.62195121951,,,,,,,高知県,4909,191,3.8908127928,4909,348,7.089020167040131,46.5043035572,16.2563687443,4.120197596910931,6.792964072979999,-1.0471391904152474
40,福岡県,2014,238993,219364,8.0,30.1,56865,2135,3445,105,152,180,1555,639,,,,,,,,,,,,,,,,,0.237935839125,0.00893331603855,0.0157044911654,0.000478656479641,1572.32236842,,,,,,,,,,,福岡県,12379,93,0.751272316,12379,145,1.1713385572340254,23.7935839125,1.57044911654,0.3891327361052416,3.2557445734666666,1.2774036888194569
40,福岡県,2015,243139,223826,7.9,30.2,57160,2124,3581,107,158,186,1635,699,,,,,,,,,,,,,,,,,0.235091861034,0.00873574375152,0.0159990349647,0.000478049913772,1538.85443038,,,,,,,,,,,福岡県,11986,107,0.8927081595,11986,133,1.1096278992157518,23.5091861034,1.5999034964699999,0.4400774865406208,3.2557445734666666,1.2774036888194569
40,福岡県,2016,252265,230899,8.1,30.7,62161,2435,3950,135,163,187,1731,743,,,,,,,,,,,,,,,,,0.246411511704,0.00965254791588,0.017107046804,0.000584671219884,1547.63803681,,,,,,,,,,,福岡県,11748,126,1.0725229826,11748,154,1.3108614232209739,24.6411511704,1.7107046804,0.4994747586863021,3.2557445734666666,1.2774036888194569
40,福岡県,2017,256515,234121,7.8,30.7,58906,2145,3867,125,164,191,1672,712,138.0,4.0,142.0,401.0,,,,5123000.0,1384000.0,,142.0,142.0,276153.0,37757.3,37553.1,km,0.229639592227,0.00836208408865,0.016517100132,0.000533911951512,1564.11585366,1648.73943662,0.27015420652,5007.1247316,3.20124926801,2761.53,37757.3,37553.1,1855.13103243,13.6726017823,13.5986572661,福岡県,12383,124,1.0013728499,12383,159,1.2840184123394978,22.9639592227,1.6517100132000002,0.48340253006646783,3.2557445734666666,1.2774036888194569
40,福岡県,2018,264947,241979,8.3,31.4,71506,2648,4516,150,167,192,1692,745,137.0,3.0,140.0,399.0,,,,5131000.0,1408000.0,,140.0,140.0,276152.0,37837.8,37633.4,km,0.269887939852,0.00999445172053,0.0186627765219,0.000619888502721,1586.50898204,1728.42142857,0.274410446307,5163.65230949,3.25472617424,2761.52,37837.8,37633.4,1858.03470552,13.7018019062,13.6277846983,福岡県,12425,159,1.2796780684,12425,151,1.215291750503018,26.988793985199997,1.8662776521900002,0.6001200240048009,3.2557445734666666,1.2774036888194569
40,福岡県,2019,264030,241181,8.3,31.8,72200,2538,4751,126,170,196,1703,764,139.0,3.0,142.0,398.0,,,,5134000.0,1425000.0,,142.0,142.0,276152.0,37894.6,37690.3,km,0.273453774192,0.00961254402909,0.0196988983378,0.000522429212915,1553.11764706,1698.45774648,0.277561355668,5142.77366576,3.31125827815,2761.52,37894.6,37690.3,1859.12106376,13.7223702888,13.6483892929,福岡県,11620,141,1.2134251291,11620,157,1.351118760757315,27.345377419200002,1.96988983378,0.5340302238382002,3.2557445734666666,1.2774036888194569
40,福岡県,2020,237239,215396,8.9,33.1,79503,3353,5550,226,173,202,1654,750,,,,393.0,,,,5135214.0,1395142.0,276338.0,,,,,,,0.335117750454,0.0141334266288,0.0257664951995,0.00104923025497,1371.32369942,,0.271681374914,4619.84641731,3.36889562928,,,,,,,福岡県,11568,203,1.7548409405,11568,197,1.7029737206085753,33.5117750454,2.57664951995,0.8556771862973626,3.2557445734666666,1.2774036888194569
40,福岡県,2021,250463,226670,9.2,34.6,93715,4051,7995,279,173,201,1685,762,,,,391.0,,,,5124000.0,1445000.0,276373.0,,,,,,,0.374167042637,0.0161740456674,0.0352715401244,0.001230864252,1447.76300578,,0.282006245121,4888.03669009,3.3762685402,,,,,,,福岡県,11559,346,2.9933385241,11559,248,2.1455143178475646,37.4167042637,3.52715401244,1.3814415702119673,3.2557445734666666,1.2774036888194569
40,福岡県,2022,292049,254728,9.5,37.9,118548,5589,17821,951,175,208,1686,773,,,,390.0,,,,5116000.0,1449000.0,276451.0,,,,,,,0.405918184962,0.0191371995795,0.0699608994692,0.00373339405169,1668.85142857,,0.283229085223,5708.54182955,3.42064112588,,,,,,,福岡県,12030,700,5.8187863674,12030,472,3.923524522028263,40.5918184962,6.996089946920001,2.3968580614896817,3.2557445734666666,1.2774036888194569
40,福岡県,2023,309439,272576,9.1,36.9,112913,4309,15307,645,180,210,1684,810,,,,390.0,,,,5103000.0,1452000.0,276452.0,,,,,,,0.364895827611,0.0139252001202,0.05615681498,0.00236631251467,1719.10555556,,0.284538506761,6063.86439349,3.52733686067,,,,,,,福岡県,12145,660,5.4343351173,12145,469,3.861671469740634,36.489582761099996,5.615681498,2.1328921047443923,3.2557445734666666,1.2774036888194569
40,福岡県,2024,311516,277649,9.0,36.3,108983,3935,13460,335,173,211,1677,840,,,,,,,,5092000.0,1456000.0,276453.0,,,,,,,0.34984719886,0.0126317749329,0.0484784746208,0.00120655936092,1800.67052023,,0.285938727416,6117.75333857,3.39748625295,,,,,,,福岡県,12028,480,3.9906883937,12028,417,3.466910542068507,34.984719886,4.84784746208,1.5408518342557043,3.2557445734666666,1.2774036888194569
41,佐賀県,2014,34703,32224,9.0,36.7,12704,731,1974,85,42,50,580,202,,,,,,,,,,,,,,,,,0.366077860704,0.0210644612858,0.0612586891758,0.00263778550149,826.261904762,,,,,,,,,,,佐賀県,3670,74,2.0163487738,3670,118,3.215258855585831,36.6077860704,6.12586891758,2.1323804858369595,5.115793503506667,0.05504146449396725
41,佐賀県,2015,34848,32165,9.1,37.2,12930,782,2036,63,42,50,592,199,,,,,,,,,,,,,,,,,0.371039944904,0.022440312213,0.0632986165086,0.00195865070729,829.714285714,,,,,,,,,,,佐賀県,3523,74,2.1004825433,3523,98,2.781720124893557,37.1039944904,6.32986165086,2.1235078053259873,5.115793503506667,0.05504146449396725
41,佐賀県,2016,36129,33230,9.4,37.9,14322,901,2247,84,42,50,611,195,,,,,,,,,,,,,,,,,0.39641285394,0.0249384151236,0.0676196208246,0.00252783629251,860.214285714,,,,,,,,,,,佐賀県,3452,61,1.7670915411,3452,122,3.5341830822711473,39.641285394,6.76196208246,1.6883943646378257,5.115793503506667,0.05504146449396725
41,佐賀県,2017,36306,33636,9.3,37.8,14418,837,2252,72,42,50,611,201,43.0,4.0,47.0,92.0,,,,825000.0,240000.0,,47.0,47.0,133561.0,11001.6,10923.9,km,0.397124442241,0.0230540406544,0.0669520751576,0.00214056368177,864.428571429,715.659574468,0.290909090909,4400.72727273,5.09090909091,1335.61,11001.6,10923.9,617.6952853,8.23713509183,8.17895942678,佐賀県,3774,52,1.3778484367,3774,131,3.47111817700053,39.712444224100004,6.69520751576,1.432270148184873,5.115793503506667,0.05504146449396725
41,佐賀県,2018,36662,33917,9.2,37.7,14185,769,2128,74,42,51,623,207,43.0,4.0,47.0,89.0,,,,821000.0,244000.0,,47.0,47.0,133563.0,11026.9,10949.2,km,0.386912879821,0.0209753968687,0.0627413981189,0.0021817967391,872.904761905,721.638297872,0.297198538368,4465.52984166,5.11571254568,1335.63,11026.9,10949.2,614.691194418,8.25595411903,8.19777932511,佐賀県,3608,60,1.6629711752,3608,101,2.7993348115299335,38.6912879821,6.2741398118900005,1.6365719273362065,5.115793503506667,0.05504146449396725
41,佐賀県,2019,36798,34366,9.6,37.5,15504,918,2124,56,42,51,627,205,42.0,5.0,47.0,87.0,,,,817000.0,246000.0,,47.0,47.0,133563.0,11024.9,10947.2,km,0.421327246046,0.0249470079896,0.0618052726532,0.00162951754641,876.142857143,731.191489362,0.301101591187,4504.03916769,5.14075887393,1335.63,11024.9,10947.2,611.696353032,8.25445669834,8.19628190442,佐賀県,3692,52,1.4084507042,3692,103,2.7898158179848322,42.1327246046,6.18052726532,1.4131202782759933,5.115793503506667,0.05504146449396725
41,佐賀県,2020,33252,30852,9.7,38.1,14560,920,2035,52,42,51,596,207,,,,86.0,,,,811442.0,246061.0,133459.0,,,,,,,0.437868398893,0.0276675087213,0.0659600674186,0.0016854660962,791.714285714,,0.303239171746,4097.88992929,5.17597067936,,,,,,,佐賀県,3592,44,1.2249443207,3592,110,3.062360801781737,43.7868398893,6.59600674186,1.3232286779742573,5.115793503506667,0.05504146449396725
41,佐賀県,2021,34881,32442,10.2,39.2,17003,1158,2329,57,43,52,603,214,,,,83.0,,,,806000.0,251000.0,133457.0,,,,,,,0.487457355007,0.03319858949,0.071789655385,0.0017569816904,811.186046512,,0.31141439206,4327.6674938,5.33498759305,,,,,,,佐賀県,3580,47,1.312849162,3580,108,3.016759776536313,48.7457355007,7.1789655385,1.3474384335311487,5.115793503506667,0.05504146449396725
41,佐賀県,2022,41878,38772,10.7,41.7,22781,1972,4025,129,43,52,575,223,,,,82.0,,,,801000.0,251000.0,133457.0,,,,,,,0.543984908544,0.0470891637614,0.103812029299,0.00332714329929,973.906976744,,0.313358302122,5228.21473159,5.36828963795,,,,,,,佐賀県,3970,99,2.4937027708,3970,204,5.138539042821159,54.398490854399995,10.3812029299,2.3640097425856057,5.115793503506667,0.05504146449396725
41,佐賀県,2023,43880,40373,10.4,40.5,22187,1605,3469,77,43,52,564,226,,,,82.0,,,,795000.0,252000.0,133458.0,,,,,,,0.505628988149,0.0365770282589,0.0859237609293,0.00190721521809,1020.46511628,,0.316981132075,5519.49685535,5.40880503145,,,,,,,佐賀県,3992,98,2.4549098196,3992,195,4.884769539078157,50.5628988149,8.59237609293,2.2333637192342755,5.115793503506667,0.05504146449396725
41,佐賀県,2024,43879,40526,10.2,39.9,21645,1442,3082,63,43,53,526,240,,,,,,,,788000.0,252000.0,133454.0,,,,,,,0.493288361175,0.0328631007999,0.0760499432463,0.00155455756798,1020.44186047,,0.319796954315,5568.40101523,5.45685279188,,,,,,,佐賀県,4090,84,2.0537897311,4090,204,4.987775061124695,49.3288361175,7.604994324630001,1.9143553864035188,5.115793503506667,0.05504146449396725
42,長崎県,2014,62253,56906,8.6,37.5,20631,1717,4683,100,79,94,766,281,,,,,,,,,,,,,,,,,0.331405715387,0.0275810001124,0.082293607001,0.00175728394194,788.012658228,,,,,,,,,,,長崎県,5849,77,1.3164643529,5849,210,3.590357326038639,33.140571538699994,8.229360700099999,1.2368881820956419,5.9909878393566665,-0.5201071124113024
